Period,Category,Subcategory,Amount
Apr-25,total,total,6762
Feb-25,total,total,7032
Jan-25,total,total,10856
Mar-25,total,total,8716
May-25,total,total,10517
Feb-25,operating_expenses,salaries,605
Feb-25,other_expenses,other_expenses,605
Feb-25,other_expenses,other_expenses,605
Feb-25,other_income_expense,other_expense,605
Feb-25,other_expenses,other_expenses,605
Feb-25,other_expenses,other_expenses,605
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,revenue,other_income,8848
Feb-25,revenue,other_income,7320
Mar-25,revenue,other_income,7917
May-25,revenue,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income_expense,other_income,8848
Feb-25,other_income_expense,other_income,7320
Mar-25,other_income_expense,other_income,7917
May-25,other_income_expense,other_income,10242
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,other_income_expense,other_expense,9579
Feb-25,other_income_expense,other_expense,7320
Jan-25,other_income_expense,other_expense,2433
Mar-25,other_income_expense,other_expense,7917
May-25,other_income_expense,other_expense,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,revenue,other_income,730
Feb-25,revenue,other_income,605
Jan-25,revenue,other_income,2433
May-25,revenue,other_income,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,calculation,calculation,6031
Feb-25,calculation,calculation,6426
Jan-25,calculation,calculation,8423
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,9898
Apr-25,profitability_metrics,profitability_metrics,6031
Feb-25,profitability_metrics,profitability_metrics,6426
Jan-25,profitability_metrics,profitability_metrics,8423
Mar-25,profitability_metrics,profitability_metrics,8716
May-25,profitability_metrics,profitability_metrics,9898
Apr-25,calculation,calculation,6031
Feb-25,calculation,calculation,6426
Jan-25,calculation,calculation,8423
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,9898
Apr-25,calculation,calculation,6031
Feb-25,calculation,calculation,6426
Jan-25,calculation,calculation,8423
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,9898
Apr-25,calculation,calculation,6031
Feb-25,calculation,calculation,6426
Jan-25,calculation,calculation,8423
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,9898
Apr-25,calculation,calculation,6031
Feb-25,calculation,calculation,6426
Jan-25,calculation,calculation,8423
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,9898
Apr-25,margin,margin,13
Feb-25,margin,margin,13
Jan-25,margin,margin,18
Mar-25,margin,margin,18
May-25,margin,margin,17
Apr-25,margin,margin,13
Feb-25,margin,margin,13
Jan-25,margin,margin,18
Mar-25,margin,margin,18
May-25,margin,margin,17
Apr-25,margin_ratios,margin_ratios,13
Feb-25,margin_ratios,margin_ratios,13
Jan-25,margin_ratios,margin_ratios,18
Mar-25,margin_ratios,margin_ratios,18
May-25,margin_ratios,margin_ratios,17
Apr-25,margin,margin,13
Feb-25,margin,margin,13
Jan-25,margin,margin,18
Mar-25,margin,margin,18
May-25,margin,margin,17
Apr-25,margin,margin,13
Feb-25,margin,margin,13
Jan-25,margin,margin,18
Mar-25,margin,margin,18
May-25,margin,margin,17
Apr-25,margin,margin,13
Feb-25,margin,margin,13
Jan-25,margin,margin,18
Mar-25,margin,margin,18
May-25,margin,margin,17
Apr-25,other_income,other_income,559
Feb-25,other_income,other_income,780
Jan-25,other_income,other_income,638
Mar-25,other_income,other_income,668
May-25,other_income,other_income,614
Apr-25,other_income,other_income,559
Feb-25,other_income,other_income,780
Jan-25,other_income,other_income,638
Mar-25,other_income,other_income,668
May-25,other_income,other_income,614
Apr-25,other_income,other_income,559
Feb-25,other_income,other_income,780
Jan-25,other_income,other_income,638
Mar-25,other_income,other_income,668
May-25,other_income,other_income,614
Apr-25,earnings_before_tax,other_income,559
Feb-25,earnings_before_tax,other_income,780
Jan-25,earnings_before_tax,other_income,638
Mar-25,earnings_before_tax,other_income,668
May-25,earnings_before_tax,other_income,614
Apr-25,earnings_before_tax,other_income,559
Feb-25,earnings_before_tax,other_income,780
Jan-25,earnings_before_tax,other_income,638
Mar-25,earnings_before_tax,other_income,668
May-25,earnings_before_tax,other_income,614
Apr-25,other_income,other_income,559
Feb-25,other_income,other_income,780
Jan-25,other_income,other_income,638
Mar-25,other_income,other_income,668
May-25,other_income,other_income,614
Apr-25,revenue,other_income,14
Feb-25,revenue,other_income,99
Jan-25,revenue,other_income,3
Mar-25,revenue,other_income,1
May-25,revenue,other_income,33
Apr-25,other_income,other_income,14
Feb-25,other_income,other_income,99
Jan-25,other_income,other_income,3
Mar-25,other_income,other_income,1
May-25,other_income,other_income,33
Apr-25,earnings_before_tax,gain_on_fx,14
Feb-25,earnings_before_tax,gain_on_fx,99
Jan-25,earnings_before_tax,gain_on_fx,3
Mar-25,earnings_before_tax,gain_on_fx,1
May-25,earnings_before_tax,gain_on_fx,33
Apr-25,other_income,other_income,14
Feb-25,other_income,other_income,99
Jan-25,other_income,other_income,3
Mar-25,other_income,other_income,1
May-25,other_income,other_income,33
Apr-25,other_income,other_income,14
Feb-25,other_income,other_income,99
Jan-25,other_income,other_income,3
Mar-25,other_income,other_income,1
May-25,other_income,other_income,33
Apr-25,other_income,other_income,14
Feb-25,other_income,other_income,99
Jan-25,other_income,other_income,3
Mar-25,other_income,other_income,1
May-25,other_income,other_income,33
Feb-25,revenue,other_income,9
May-25,revenue,other_income,4
Feb-25,earnings_before_tax,loss_on_fx,9
May-25,earnings_before_tax,loss_on_fx,4
Feb-25,other_expenses,other_expenses,9
May-25,other_expenses,other_expenses,4
Feb-25,other_expenses,other_expenses,9
May-25,other_expenses,other_expenses,4
Feb-25,other_expenses,other_expenses,9
May-25,other_expenses,other_expenses,4
Feb-25,other_expenses,other_expenses,9
May-25,other_expenses,other_expenses,4
Apr-25,total,total,6603
Feb-25,total,total,7297
Jan-25,total,total,9064
Mar-25,total,total,9386
May-25,total,total,10540
Apr-25,total,total,6603
Feb-25,total,total,7297
Jan-25,total,total,9064
Mar-25,total,total,9386
May-25,total,total,10540
Apr-25,total,total,6603
Feb-25,total,total,7297
Jan-25,total,total,9064
Mar-25,total,total,9386
May-25,total,total,10540
Apr-25,total,total,6603
Feb-25,total,total,7297
Jan-25,total,total,9064
Mar-25,total,total,9386
May-25,total,total,10540
Apr-25,total,total,6603
Feb-25,total,total,7297
Jan-25,total,total,9064
Mar-25,total,total,9386
May-25,total,total,10540
Apr-25,other_expenses,income_tax,2649
Feb-25,other_expenses,income_tax,1673
Jan-25,other_expenses,income_tax,1076
Mar-25,other_expenses,income_tax,1484
May-25,other_expenses,income_tax,630
Apr-25,other_expenses,income_tax,2649
Feb-25,other_expenses,income_tax,1673
Jan-25,other_expenses,income_tax,1076
Mar-25,other_expenses,income_tax,1484
May-25,other_expenses,income_tax,630
Apr-25,other_expenses,income_tax,2649
Feb-25,other_expenses,income_tax,1673
Jan-25,other_expenses,income_tax,1076
Mar-25,other_expenses,income_tax,1484
May-25,other_expenses,income_tax,630
Apr-25,other_expenses,income_tax,2649
Feb-25,other_expenses,income_tax,1673
Jan-25,other_expenses,income_tax,1076
Mar-25,other_expenses,income_tax,1484
May-25,other_expenses,income_tax,630
Apr-25,taxes,income_tax,6603
Feb-25,taxes,income_tax,7297
Jan-25,taxes,income_tax,9064
Mar-25,taxes,income_tax,9386
May-25,taxes,income_tax,10540
Apr-25,taxes,other_taxes,2649
Feb-25,taxes,other_taxes,1673
Jan-25,taxes,other_taxes,1076
Mar-25,taxes,other_taxes,1484
May-25,taxes,other_taxes,630
Apr-25,financial_calculations,financial_calculations,2649
Feb-25,financial_calculations,financial_calculations,1673
Jan-25,financial_calculations,financial_calculations,1076
Mar-25,financial_calculations,financial_calculations,1484
May-25,financial_calculations,financial_calculations,630
Apr-25,total,total,3955
Feb-25,total,total,5624
Jan-25,total,total,7988
Mar-25,total,total,7901
May-25,total,total,9910
Apr-25,total,total,3955
Feb-25,total,total,5624
Jan-25,total,total,7988
Mar-25,total,total,7901
May-25,total,total,9910
Apr-25,total,total,3955
Feb-25,total,total,5624
Jan-25,total,total,7988
Mar-25,total,total,7901
May-25,total,total,9910
Apr-25,total,total,3955
Feb-25,total,total,5624
Jan-25,total,total,7988
Mar-25,total,total,7901
May-25,total,total,9910
Apr-25,calculation,calculation,3955
Feb-25,calculation,calculation,5624
Jan-25,calculation,calculation,7988
Mar-25,calculation,calculation,7901
May-25,calculation,calculation,9910
Apr-25,margin,margin,9
Feb-25,margin,margin,11
Jan-25,margin,margin,17
Mar-25,margin,margin,16
May-25,margin,margin,17
Apr-25,revenue,sales,3955
Feb-25,revenue,sales,5624
Jan-25,revenue,sales,7988
Mar-25,revenue,sales,7901
May-25,revenue,sales,9910
Apr-25,margin,margin,9
Feb-25,margin,margin,11
Jan-25,margin,margin,17
Mar-25,margin,margin,16
May-25,margin,margin,17
Apr-25,margin,margin,9
Feb-25,margin,margin,11
Jan-25,margin,margin,17
Mar-25,margin,margin,16
May-25,margin,margin,17
Apr-25,margin,margin,9
Feb-25,margin,margin,11
Jan-25,margin,margin,17
Mar-25,margin,margin,16
May-25,margin,margin,17
Apr-25,margin,margin,9
Feb-25,margin,margin,11
Jan-25,margin,margin,17
Mar-25,margin,margin,16
May-25,margin,margin,17
Apr-25,revenue,sales,9
Feb-25,revenue,sales,11
Jan-25,revenue,sales,17
Mar-25,revenue,sales,16
May-25,revenue,sales,17
Apr-25,revenue,other_income,4789
Feb-25,revenue,other_income,4415
Jan-25,revenue,other_income,4443
Mar-25,revenue,other_income,4789
May-25,revenue,other_income,4789
Apr-25,other,miscellaneous,14632
Feb-25,other,miscellaneous,14632
Jan-25,other,miscellaneous,14632
Mar-25,other,miscellaneous,14632
May-25,other,miscellaneous,14632
Apr-25,revenue,other_income,26267
Feb-25,revenue,other_income,30123
Jan-25,revenue,other_income,27211
Mar-25,revenue,other_income,28997
May-25,revenue,other_income,37287
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,revenue,services,45689
Feb-25,revenue,services,49171
Jan-25,revenue,services,46287
Mar-25,revenue,services,48418
May-25,revenue,services,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,revenue,sales,45689
Feb-25,revenue,sales,49171
Jan-25,revenue,sales,46287
Mar-25,revenue,sales,48418
May-25,revenue,sales,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,salaries,11727
Feb-25,cogs,salaries,9599
Jan-25,cogs,salaries,10440
Mar-25,cogs,salaries,10556
May-25,cogs,salaries,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,salaries,2925
Feb-25,cogs,salaries,2251
Jan-25,cogs,salaries,2275
Mar-25,cogs,salaries,2805
May-25,cogs,salaries,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,taxes,payroll_taxes,2925
Feb-25,taxes,payroll_taxes,2251
Jan-25,taxes,payroll_taxes,2275
Mar-25,taxes,payroll_taxes,2805
May-25,taxes,payroll_taxes,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,salaries,6075
Feb-25,cogs,salaries,7162
Jan-25,cogs,salaries,5761
Mar-25,cogs,salaries,6129
May-25,cogs,salaries,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,operating_expenses,professional_services,6075
Feb-25,operating_expenses,professional_services,7162
Jan-25,operating_expenses,professional_services,5761
Mar-25,operating_expenses,professional_services,6129
May-25,operating_expenses,professional_services,7663
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,operating_expenses,salaries,607
Feb-25,operating_expenses,salaries,530
Jan-25,operating_expenses,salaries,1062
Mar-25,operating_expenses,salaries,635
May-25,operating_expenses,salaries,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,cogs,materials,21334
Feb-25,cogs,materials,19542
Jan-25,cogs,materials,19538
Mar-25,cogs,materials,20124
May-25,cogs,materials,25529
Apr-25,cogs,materials,21334
Feb-25,cogs,materials,19542
Jan-25,cogs,materials,19538
Mar-25,cogs,materials,20124
May-25,cogs,materials,25529
Apr-25,calculation,calculation,24355
Feb-25,calculation,calculation,29628
Jan-25,calculation,calculation,26749
Mar-25,calculation,calculation,28294
May-25,calculation,calculation,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,profitability_metrics,profitability_metrics,24355
Feb-25,profitability_metrics,profitability_metrics,29628
Jan-25,profitability_metrics,profitability_metrics,26749
Mar-25,profitability_metrics,profitability_metrics,28294
May-25,profitability_metrics,profitability_metrics,31179
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin_ratios,margin_ratios,53
Feb-25,margin_ratios,margin_ratios,60
Jan-25,margin_ratios,margin_ratios,58
Mar-25,margin_ratios,margin_ratios,58
May-25,margin_ratios,margin_ratios,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,other,miscellaneous,7780
Feb-25,other,miscellaneous,7401
Jan-25,other,miscellaneous,5901
Mar-25,other,miscellaneous,7401
May-25,other,miscellaneous,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,taxes,payroll_taxes,1219
Feb-25,taxes,payroll_taxes,1124
Jan-25,taxes,payroll_taxes,1871
Mar-25,taxes,payroll_taxes,1162
May-25,taxes,payroll_taxes,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,operating_expenses,salaries,4783
Feb-25,operating_expenses,salaries,3660
Mar-25,operating_expenses,salaries,3958
May-25,operating_expenses,salaries,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,revenue,other_income,4783
Feb-25,revenue,other_income,3660
Mar-25,revenue,other_income,3958
May-25,revenue,other_income,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,revenue,sales,2965
Mar-25,revenue,sales,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,other,miscellaneous,175
Jan-25,other,miscellaneous,652
Mar-25,other,miscellaneous,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,other,miscellaneous,209
Feb-25,other,miscellaneous,2344
Jan-25,other,miscellaneous,16
Mar-25,other,miscellaneous,186
May-25,other,miscellaneous,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
